id,SuraID1,VerseID1,Text1,SuraID2,VerseID2,Text2,is_similar
1095,7,87,"And if there is a party of you which believeth in that wherewith I have been sent, and there is a party which believeth not, then have patience until Allah judge between us. He is the Best of all who deal in judgment.",40,26,"And Pharaoh said: Suffer me to kill Moses, and let him cry unto his Lord. Lo! I fear that he will alter your religion or that he will cause confusion in the land.",0
1096,25,61,"Highly blessed is He, Who has made fortified spheres in the heavens and has set in it a ""lamp"" and a shining moon.",78,13,"and placed therein a hot, shining lamp,",1
1097,21,48,"And We verily gave Moses and Aaron the Criterion (of right and wrong) and a light and a Reminder for those who keep from evil,",77,27,And placed therein high mountains and given you to drink sweet water therein?,0
1098,9,88,But the messenger and those who believe with him strive with their wealth and their lives. Such are they for whom are the good things. Such are they who are the successful.,44,27,And pleasant things wherein they took delight!,0
1099,6,63,"Say: Who delivereth you from the darkness of the land and the sea? Ye call upon Him humbly and in secret, (saying): If we are delivered from this (fear) we truly will be of the thankful.",37,182,"And praise be to Allah, Lord of the Worlds!",0
1100,41,36,"And if you are prompted by a provocation from Satan, seek refuge with Allah. He, and He alone, is All-Hearing, All- Knowing.",23,97,"And pray: ""My Lord! I seek Your refuge from the suggestions of the evil ones;",1
1101,34,49,Say: _The Truth has come and falsehood can neither originate nor recreate anything.ù,17,81,"And proclaim: ""The Truth has come, and falsehood has vanished. Surely falsehood is ever bound to vanish.""",1
1102,14,16,"Hell is before him and he shall be made to drink of the oozing pus,",18,29,"And proclaim: ""This is the Truth from your Lord. Now let him who will, believe; and let him who will, disbelieve. We have prepared a Fire for the wrong-doers whose billowing folds encompass them. If they ask for water, they will be served with a drink like dregs of oil that will scald their faces. How dreadful a drink, and how evil an abode!",1
1103,29,54,They ask you to hasten the chastisement upon them although Hell encompasses the unbelievers.,18,29,"And proclaim: ""This is the Truth from your Lord. Now let him who will, believe; and let him who will, disbelieve. We have prepared a Fire for the wrong-doers whose billowing folds encompass them. If they ask for water, they will be served with a drink like dregs of oil that will scald their faces. How dreadful a drink, and how evil an abode!",1
1104,22,23,"Lo! Allah will cause those who believe and do good works to enter Gardens underneath which rivers flow, wherein they will be allowed armlets of gold, and pearls, and their raiment therein will be silk.",79,24,And proclaimed: &quot;I (Pharaoh) am your Lord the Highest.&quot;,0
1105,22,30,"That (is the command). And whoso magnifieth the sacred things of Allah, it will be well for him in the sight of his Lord. The cattle are lawful unto you save that which hath been told you. So shun the filth of idols, and shun lying speech,",79,31,"And produced therefrom the water thereof and the pasture thereof,",0
1106,2,46,"Who know that they will have to meet their Lord, and that unto Him they are returning.",27,12,"And put thy hand into the bosom of thy robe, it will come forth white but unhurt. (This will be one) among nine tokens unto Pharaoh and his people Lo! they were ever evil-living folk.",0
1107,3,125,"Nay, but if ye persevere, and keep from evil, and (the enemy) attack you suddenly, your Lord will help you with five thousand angels sweeping on.",33,3,"And put thy trust in Allah, for Allah is sufficient as Trustee.",0
1108,2,24,"And if ye do it not - and ye can never do it - then guard yourselves against the Fire prepared for disbelievers, whose fuel is of men and stones.",26,217,"And put thy trust in the Mighty, the Merciful.",0
1109,15,93,Of what they used to do.,56,34,And raised couches;,0
1110,2,27,"who break Allah's covenant after ratifying it; who cut asunder what Allah has ordered to be joined, and who produce chaos on the Earth. These are the people who are indeed the losers.",7,172,"And recall (O Prophet) when your Lord brought forth descendants from the loins of the sons of Adam, and made them witnesses against their ownselves. asking them: 'Am I not your Lord?' They said: 'Yes, we do testify.' We did so lest you claim on the Day of Resurrection: 'We were unaware of this.'",1
1111,14,13,"Then the unbelievers told their Messengers: ""You will have to return to the fold of our faith or else we shall banish you from our land."" Thereupon their Lord revealed to them: ""We will most certainly destroy these wrong-doers,",8,30,"And recall how those who disbelieved schemed against you to take you captive, or kill you, or drive you away. They schemed and Allah did also scheme. Allah is the best of those who scheme.",1
1112,9,13,"Will you not fight against those who broke their pledges and did all they could to drive the Messenger away and initiated hostilities against you? Do you fear them? Surely Allah has greater right that you should fear Him, if you are true believers.",8,30,"And recall how those who disbelieved schemed against you to take you captive, or kill you, or drive you away. They schemed and Allah did also scheme. Allah is the best of those who scheme.",1
1113,2,65,"And you know well the story of those among you who broke Sabbath. We said to them, ""Be apes despised and hated by all.",7,164,"And recall when a party of them said: 'Why do you admonish a people whom Allah is about to destroy or punish severely?' They said: 'We admonish them in order to be able to offer an excuse before Your Lord, and in the hope that they will guard against disobedience.'",1
